config_id,framework,backend,case_id,category,batch_index,request_index,profile,status,elapsed_ms,ttft_ms,mean_itl_ms,p50_itl_ms,p95_itl_ms,prompt_tokens,completion_tokens,completion_units,tok_per_s,error
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,3,3,long2k,ok,7296,1048.1302738189697,24.5024746539546,19.934415817260742,20.283937454223633,0,0,256,35.08771929824561,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,3,4,long2k,ok,7315,1571.657657623291,22.523309670242607,19.93250846862793,20.349740982055664,0,0,256,34.99658236500341,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,3,5,long2k,ok,7332,2041.494369506836,20.75025988560097,19.923686981201172,20.392179489135742,0,0,256,34.91543917075832,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,3,6,long2k,ok,7335,2040.9526824951172,20.764477112713983,19.919395446777344,20.241498947143555,0,0,256,34.9011588275392,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,3,7,long2k,ok,7344,2275.9196758270264,19.956153208815206,19.91891860961914,20.292997360229492,0,0,255,34.72222222222222,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,3,8,long2k,ok,7346,2275.536060333252,19.885410047044942,19.939661026000977,20.299196243286133,0,0,256,34.848897359107,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,4,1,long2k,ok,7283,531.7308902740479,26.475207945879767,19.915103912353516,20.342350006103516,0,0,256,35.15035013044075,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,4,2,long2k,ok,7302,1053.755760192871,24.50417911305147,19.93107795715332,20.287752151489258,0,0,256,35.058887975897015,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,4,3,long2k,ok,7322,1577.1818161010742,22.531603831870882,19.93870735168457,20.36309242248535,0,0,256,34.96312482928162,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,4,4,long2k,ok,7320,1577.052354812622,22.52357333314185,19.916057586669922,20.297765731811523,0,0,256,34.97267759562841,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,4,5,long2k,ok,7340,2047.424077987671,20.755593916949103,19.90985870361328,20.229339599609375,0,0,256,34.87738419618529,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,4,6,long2k,ok,7338,2046.9858646392822,20.749496946147843,19.91438865661621,20.25628089904785,0,0,256,34.88689016080676,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,4,7,long2k,ok,7350,2282.7727794647217,19.94999281064732,19.93858814239502,20.30324935913086,0,0,255,34.69387755102041,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,4,8,long2k,ok,7351,2282.050848007202,19.879743164660884,19.91581916809082,20.29705047607422,0,0,256,34.825193851176714,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,5,1,long2k,ok,7298,1047.4388599395752,24.51469290490244,19.939422607421875,20.241260528564453,0,0,256,35.07810359002466,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,5,2,long2k,ok,7279,525.0515937805176,26.486570694867304,19.931554794311523,20.29275894165039,0,0,256,35.16966616293447,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,5,3,long2k,ok,7317,1571.3071823120117,22.533772038478478,19.910573959350586,20.320892333984375,0,0,256,34.98701653683204,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,5,4,long2k,ok,7319,1571.075677871704,22.541002198761586,19.935131072998047,20.25580406188965,0,0,256,34.97745593660336,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,5,5,long2k,ok,7337,2042.7453517913818,20.761872272865446,19.94013786315918,20.259380340576172,0,0,256,34.89164508654763,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,5,6,long2k,ok,7334,2042.5596237182617,20.754360685161515,19.938945770263672,20.21312713623047,0,0,256,34.90591764385056,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,5,7,long2k,ok,7346,2277.0440578460693,19.88207031698788,19.923925399780273,20.22266387939453,0,0,256,34.848897359107,
vllm_flashinfer_seq8,vllm,flashinfer,hom_c8_2k_each,homogeneous_stream,5,8,long2k,ok,7348,2276.963949203491,19.96628224380373,19.939541816711426,20.212650299072266,0,0,255,34.703320631464344,
vllm_flashinfer_seq8,vllm,flashinfer,mix_short6_long2_c8,mixed_stream,1,1,short,ok,5917,801.3560771942139,20.14080652101772,19.230246543884277,19.76752281188965,0,0,255,43.09616359641711,
vllm_flashinfer_seq8,vllm,flashinfer,mix_short6_long2_c8,mixed_stream,1,2,short,ok,5894,323.72045516967773,21.92956443846695,19.242286682128906,19.660234451293945,0,0,255,43.26433661350526,
vllm_flashinfer_seq8,vllm,flashinfer,mix_short6_long2_c8,mixed_stream,1,3,short,ok,5922,800.748348236084,20.16194974343608,19.244790077209473,19.694805145263672,0,0,255,43.059777102330294,
vllm_flashinfer_seq8,vllm,flashinfer,mix_short6_long2_c8,mixed_stream,1,4,short,ok,5912,801.0268211364746,20.124910384651244,19.220590591430664,19.7298526763916,0,0,255,43.132611637347765,
vllm_flashinfer_seq8,vllm,flashinfer,mix_short6_long2_c8,mixed_stream,1,5,short,ok,5914,800.950288772583,20.12448611221914,19.238948822021484,19.711971282958984,0,0,255,43.11802502536354,
vllm_flashinfer_seq8,vllm,flashinfer,mix_short6_long2_c8,mixed_stream,1,6,short,ok,5919,800.4388809204102,20.153315987173965,19.211888313293457,19.781827926635742,0,0,255,43.081601621895594,
vllm_flashinfer_seq8,vllm,flashinfer,mix_short6_long2_c8,mixed_stream,1,7,long2k,ok,5926,1026.7267227172852,19.207121344173657,19.22774314880371,19.72031593322754,0,0,256,43.199460006749916,
vllm_flashinfer_seq8,vllm,flashinfer,mix_short6_long2_c8,mixed_stream,1,8,long2k,ok,5924,1026.5452861785889,19.205645018932866,19.222497940063477,19.750356674194336,0,0,256,43.21404456448345,
vllm_flashinfer_seq8,vllm,flashinfer,mix_short6_long2_c8,mixed_stream,2,1,short,ok,5877,317.5387382507324,21.89079701431154,19.22452449798584,19.699811935424805,0,0,255,43.389484430832056,
vllm_flashinfer_seq8,vllm,flashinfer,mix_short6_long2_c8,mixed_stream,2,2,short,ok,5901,788.6927127838135,20.129789517620416,19.226551055908203,19.73581314086914,0,0,255,43.213014743263855,
